,QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote,year
10,USNORC.SRS330.QS01,"TOO MUCH EXTREMISM, NOT ENOUGH UNITY--GENERAL, OR OTHER THAN RACIAL ISSUE: TOO MUCH HATE, EXTREME GROUPS LIKE BIRCH SOCIETY, MORE BROTHERLY LOVE",3,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
11,USNORC.SRS330.QS01,"THE NEW PRESIDENT, LOSS OF KENNEDY, HOW WILL JOHNSON DO",7,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
12,USNORC.SRS330.QS01,"MISCELLANEOUS DOMESTIC ECONOMIC PROBLEMS NOT CODEABLE ELSEWHERE--LABOR, STRIKES, FARM PROBLEMS, HOUSING, URBAN RENEWAL, RELIEF, CARE OF THE AGED",10,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
13,USNORC.SRS330.QS01,"MISCELLANEOUS DOMESTIC SOCIAL AND POLITICAL PROBLEMS NOT CODEABLE ELSEWHERE--THE AMERICAN INDIANS, LETTING TOO MANY FOREIGNERS IN, URBAN LIFE, WHO KILLED KENNEDY, WHO WILL REPUBLICANS PUT UP, THE SPACE PROGRAM",7,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
14,USNORC.SRS330.QS01,"COMMUNISM, GENERAL OR DOMESTIC--'COMMUNISM', COMMUNIST INFILTRATION",15,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
15,USNORC.SRS330.QS01,"THREAT OF WAR, MAINTAINING PEACE, NUCLEAR WAR, THE ATOM BOMB--'WAR WITH RUSSIA', 'WAR WITH CHINA'",16,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
16,USNORC.SRS330.QS01,"THE COLD WAR, INTERNATIONAL COMMUNISM, RUSSIA, GERMANY, BERLIN, DISARMAMENT--SELLING WHEAT TO RUSSIA, (DOES NOT INCLUDE 'WAR WITH RUSSIA')",20,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
17,USNORC.SRS330.QS01,"CHINA, COMMUNIST CHINA--RELATIONS WITH, THREAT FROM, (DOES NOT INCLUDE 'WAR WITH CHINA')",2,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
18,USNORC.SRS330.QS01,VIETNAM,2,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
19,USNORC.SRS330.QS01,"CUBA, CASTRO",10,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
20,USNORC.SRS330.QS01,"FOREIGN RELATIONS GENERALLY, OUR POLICIES, IMAGE ABROAD--GETTING ALONG WITH OTHER COUNTRIES, MAKING SURE THEY LIKE US, NOT LETTING THEM TAKE ADVANTAGE OF US",9,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
21,USNORC.SRS330.QS01,"MISCELLANEOUS FOREIGN AFFAIRS PROBLEMS NOT CODEABLE ELSEWHERE--LATIN AMERICA, TRADE WITH JAPAN",4,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
22,USNORC.SRS330.QS01,"DON'T KNOW, NO PROBLEMS, OR TOO VAGUE TO CLASSIFY",3,WHAT IN YOUR OPINION ARE SOME OF THE MOST IMPORTANT PROBLEMS FACING THE UNITED STATES TODAY? ANY OTHERS?,ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES A SEPARATE LIST OF WORDS USED TO DESCRIBE THE CIVIL RIGHTS PROBLEMS WERE CODED SEPARATELY AND ARE AVAILABLE.,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
23,USNORC.63CD.R30B,10--Know all or practically all about given issues,4,"(On this scale 10 means that an individual knows all, or practically all, there is to be known about a given issue. Five represents a medium amount of information. Zero means that he has no knowledge of the issues at all.) Everything considered... how well are you informed about the effects of nuclear weapons?",,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
24,USNORC.63CD.R30B,9,4,"(On this scale 10 means that an individual knows all, or practically all, there is to be known about a given issue. Five represents a medium amount of information. Zero means that he has no knowledge of the issues at all.) Everything considered... how well are you informed about the effects of nuclear weapons?",,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
25,USNORC.63CD.R30B,8,8,"(On this scale 10 means that an individual knows all, or practically all, there is to be known about a given issue. Five represents a medium amount of information. Zero means that he has no knowledge of the issues at all.) Everything considered... how well are you informed about the effects of nuclear weapons?",,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
26,USNORC.63CD.R30B,7,9,"(On this scale 10 means that an individual knows all, or practically all, there is to be known about a given issue. Five represents a medium amount of information. Zero means that he has no knowledge of the issues at all.) Everything considered... how well are you informed about the effects of nuclear weapons?",,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
27,USNORC.63CD.R30B,6,7,"(On this scale 10 means that an individual knows all, or practically all, there is to be known about a given issue. Five represents a medium amount of information. Zero means that he has no knowledge of the issues at all.) Everything considered... how well are you informed about the effects of nuclear weapons?",,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
28,USNORC.63CD.R30B,5--Medium knowledge,32,"(On this scale 10 means that an individual knows all, or practically all, there is to be known about a given issue. Five represents a medium amount of information. Zero means that he has no knowledge of the issues at all.) Everything considered... how well are you informed about the effects of nuclear weapons?",,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
29,USNORC.63CD.R30B,4,8,"(On this scale 10 means that an individual knows all, or practically all, there is to be known about a given issue. Five represents a medium amount of information. Zero means that he has no knowledge of the issues at all.) Everything considered... how well are you informed about the effects of nuclear weapons?",,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
30,USNORC.63CD.R30B,3,10,"(On this scale 10 means that an individual knows all, or practically all, there is to be known about a given issue. Five represents a medium amount of information. Zero means that he has no knowledge of the issues at all.) Everything considered... how well are you informed about the effects of nuclear weapons?",,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
31,USNORC.63CD.R30B,2,7,"(On this scale 10 means that an individual knows all, or practically all, there is to be known about a given issue. Five represents a medium amount of information. Zero means that he has no knowledge of the issues at all.) Everything considered... how well are you informed about the effects of nuclear weapons?",,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
32,USNORC.63CD.R30B,1,4,"(On this scale 10 means that an individual knows all, or practically all, there is to be known about a given issue. Five represents a medium amount of information. Zero means that he has no knowledge of the issues at all.) Everything considered... how well are you informed about the effects of nuclear weapons?",,,12/1/1963,National Opinion Research Center (NORC),,NORC SRS-Amalgam,12/1/1963,12/31/1963,Y,National adult including an oversample of 21-24 year olds,1557,Face-to-face interview,"THE STUDY INCLUDED A NATIONAL ADULT SAMPLE OF 1413, AND A SUPPLEMENTAL SAMPLE OF 144 YOUTH AGE 21-24. THE YOUTH RESULTS ARE AVAILABLE AT THE ROPER CENTER.",1963
